index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
2499,53908b4920f70186a0dbab14,tree pattern query minimization,s amer yahia s cho l v s lakshmanan d srivastava,the vldb journal — the international journal on very large data bases,2002
2500,53908b4920f70186a0dbab1b,the lham log structured history data access method,peter muth patrick o neil achim pick gerhard weikum,the vldb journal — the international journal on very large data bases,2000
2501,53908b4920f70186a0dbab19,functional join processing,r braumandl j claussen a kemper d kossmann,the vldb journal — the international journal on very large data bases,2000
2502,53908b4920f70186a0dbab22,optimizing multiple dimensional queries simultaneously in multidimensional databases,weifa liang maria e orlowska jeffrey x yu,the vldb journal — the international journal on very large data bases,2000
2503,53908b4920f70186a0dbab13,anatomy of a native xml base management system,t fiebig s helmer c c kanne g moerkotte j neumann r schiele t westmann,the vldb journal — the international journal on very large data bases,2002
2504,53908b4920f70186a0dbab1f,effective timestamping in databases,kristian torp christian s jensen richard thomas snodgrass,the vldb journal — the international journal on very large data bases,2000
2505,53908b4920f70186a0dbab20,wavecluster a wavelet based clustering approach for spatial data in very large databases,gholamhosein sheikholeslami surojit chatterjee aidong zhang,the vldb journal — the international journal on very large data bases,2000
2506,53908b4920f70186a0dbab17,an xml query engine for network bound data,zachary g ives a y halevy d s weld,the vldb journal — the international journal on very large data bases,2002
2507,53908b4920f70186a0dbab12,timber a native xml database,h v jagadish s al khalifa a chapman l v s lakshmanan a nierman s paparizos j m patel d srivastava n wiwatwattana y wu c yu,the vldb journal — the international journal on very large data bases,2002
2508,53908b4920f70186a0dbab1d,distance based outliers algorithms and applications,edwin m knorr raymond t ng vladimir tucakov,the vldb journal — the international journal on very large data bases,2000
2509,53908b4920f70186a0dbab21,update propagation strategies to improve freshness in lazy master replicated databases,esther pacitti eric simon,the vldb journal — the international journal on very large data bases,2000
2510,53908b4920f70186a0dbab16,efficient filtering of xml documents with xpath expressions,c y chan p felber m garofalakis r rastogi,the vldb journal — the international journal on very large data bases,2002
2513,53908b4920f70186a0dbab15,efficient schemes for managing multiversionxml documents,s y chien v j tsotras c zaniolo,the vldb journal — the international journal on very large data bases,2002
2514,558d71540cf2e667580502e4,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,2000
2515,558e0ef80cf2af9ee80ea1e6,guest editorial,paolo atzeni alberto o mendelzon,the vldb journal — the international journal on very large data bases,2000
2516,558f361d0cf222bc17bc1c33,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,2000
2517,558f3abe0cf222bc17bc2263,guest editorial,malcolm p atkinson,the vldb journal — the international journal on very large data bases,2000
2518,53908b4920f70186a0dbabb8,checking the temporal integrity of interactive multimedia documents,i mirbel b pernici t sellis s tserkezoglou m vazirgiannis,the vldb journal — the international journal on very large data bases,2000
2519,53908b4920f70186a0dbabb4,learning response time for websources using query feedback and application in query optimization,jean robert gruser louiqa raschid vladimir zadorozhny tao zhan,the vldb journal — the international journal on very large data bases,2000
2520,53908b4920f70186a0dbabbb,context based prefetch an optimization for implementing objects on relations,philip a bernstein shankar pal david shutt,the vldb journal — the international journal on very large data bases,2000
2521,53908b4920f70186a0dbabb6,analysis of navigation behaviour in web sites integrating multiple information systems,bettina berendt myra spiliopoulou,the vldb journal — the international journal on very large data bases,2000
2522,53908b4920f70186a0dbabb5,declarative specification of web sites with s,mary fern 225 ndez daniela florescu alon levy dan suciu,the vldb journal — the international journal on very large data bases,2000
2523,53908b4920f70186a0dbabba,dynamic vp tree indexing for n nearest neighbor search given pair wise distances,ada wai chee fu polly mei shuen chan yin ling cheung yiu sang moon,the vldb journal — the international journal on very large data bases,2000
2524,53908b4920f70186a0dbabb3,semantic caching of web queries,boris chidlovskii uwe m borghoff,the vldb journal — the international journal on very large data bases,2000
2525,5590df830cf25001c36ef980,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,2001
2526,558d74990cf2c779a6476088,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,1999
2527,558e0a790cf2af9ee80e9eca,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,1999
2528,53908b4920f70186a0dbabc4,a graph theoretic model for optimizing queries involving methods,chiang lee chi sheng shih yaw huei chen,the vldb journal — the international journal on very large data bases,2001
2529,53908b4920f70186a0dbabc3,supporting efficient multimedia database exploration,wen syan li k sel 231 uk candan kyoji hirata yoshinori hara,the vldb journal — the international journal on very large data bases,2001
2530,558e99bf0cf222bc17bc14b9,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,1998
2531,53908b4920f70186a0dbabc9,efficient support for interactive service in multi resolution vod systems,kelvin k w law john c s lui leana golubchik,the vldb journal — the international journal on very large data bases,1999
2532,558d6f270cf222bc17bbf52e,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,1998
2533,53908b4920f70186a0dbabc5,indexing very high dimensional sparse and quasi sparse vectors for similarity searches,changzhou wang x sean wang,the vldb journal — the international journal on very large data bases,2001
2534,53908b4920f70186a0dbabce,optimizing relational queries in connection hypergraphs nested queries views and binding propagations,jia liang han,the vldb journal — the international journal on very large data bases,1998
2535,53908b4920f70186a0dbabc8,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,goksel aslan dennis mcleod,the vldb journal — the international journal on very large data bases,1999
2536,53908b4920f70186a0dbabc7,mil primitives for querying a fragmented world,peter a boncz martin l kersten,the vldb journal — the international journal on very large data bases,1999
2537,558f39730cf222bc17bc20ff,guest editorial,matthias jarke,the vldb journal — the international journal on very large data bases,1998
2538,53908b4920f70186a0dbabcc,constant time permutation an efficient block allocation strategy for variable bit rate continuous media data,yueh min huang jen wen ding shiao li tsao,the vldb journal — the international journal on very large data bases,1999
2539,558e0c1d0cf2af9ee80e9ff2,the vldb journal the international journal on very large data bases,,the vldb journal — the international journal on very large data bases,1998
2540,558e0eb50cf222bc17bc0272,introduction,m tamer zsu stavros christodoulakis,the vldb journal — the international journal on very large data bases,1998
2541,53908b4920f70186a0dbabcd,opt an object oriented implementation for extensible database query optimization,navin kabra david j dewitt,the vldb journal — the international journal on very large data bases,1999
